profile_completeness,has_profile_picture,bio_length,email_pattern_risk,username_pattern_risk,document_valid,account_age_days,login_frequency_per_week,days_since_last_login,activity_score,duplicate_flag,risk_score,label,label_name
9.0,1,15.0,24.3,56.0,1,15.7,33.01,0.8,12.6,1,66.6,2,Rejected
51.6,0,25.0,54.5,100.0,0,14.2,19.83,4.4,9.0,1,94.1,2,Rejected
51.2,0,14.0,48.4,46.2,0,17.4,21.47,12.6,11.2,1,83.0,2,Rejected
94.3,1,110.0,12.9,25.6,1,253.1,0.9,5.9,78.9,0,7.0,0,Verified
72.6,1,118.0,1.5,4.5,1,377.3,5.89,4.0,62.7,0,19.4,0,Verified
65.8,0,14.0,44.8,44.9,0,36.0,27.53,6.5,0.0,1,72.3,2,Rejected
67.2,0,136.0,0.0,12.0,1,470.8,6.39,1.1,59.7,0,15.5,0,Verified
47.0,1,80.0,0.0,14.9,0,402.9,7.21,1.0,69.5,0,23.5,0,Verified
84.8,1,155.0,0.0,12.4,0,609.7,4.92,4.6,73.0,0,26.5,0,Verified
90.5,1,99.0,28.0,6.9,1,444.3,6.09,2.0,61.7,0,13.4,0,Verified
85.7,1,91.0,13.3,16.1,1,472.3,5.36,9.0,82.5,0,3.6,0,Verified
54.7,1,111.0,16.6,17.6,1,320.5,9.48,5.1,43.9,0,16.0,0,Verified
42.8,0,13.0,64.1,75.9,0,7.6,31.33,4.3,32.7,0,71.2,2,Rejected
8.5,0,0.0,59.1,37.8,0,35.6,0.0,28.5,10.4,0,57.9,1,Flagged for Review
100.0,1,86.0,10.8,26.3,1,733.9,7.2,2.1,44.0,0,8.8,0,Verified
66.8,1,131.0,12.7,20.5,1,535.4,2.68,0.9,59.2,0,23.0,0,Verified
99.6,1,165.0,11.1,23.2,1,207.5,5.98,1.4,60.4,0,0.0,0,Verified
34.1,1,4.0,36.7,51.1,1,15.0,0.0,68.2,11.9,1,61.0,1,Flagged for Review
69.4,1,104.0,9.5,0.8,1,332.9,4.75,2.0,52.2,0,14.5,0,Verified
66.1,1,131.0,12.7,2.3,1,605.8,11.09,3.8,27.6,0,7.4,0,Verified
46.4,1,0.0,2.6,57.9,0,20.1,0.1,66.3,2.4,1,63.7,1,Flagged for Review
33.8,0,11.0,89.0,59.7,0,0.4,14.42,40.6,37.4,1,94.0,2,Rejected
83.4,1,135.0,0.0,45.4,1,285.2,6.33,4.8,44.7,0,18.2,0,Verified
75.2,1,159.0,20.8,23.8,1,291.8,3.27,5.7,39.6,0,8.4,0,Verified
46.3,1,13.0,49.9,37.1,0,6.6,0.0,21.0,19.2,1,80.0,2,Rejected
14.6,1,15.0,70.6,59.6,0,1.7,0.0,1.9,14.5,0,69.5,2,Rejected
34.5,0,0.0,47.9,57.5,0,16.1,19.35,30.4,6.8,0,77.4,2,Rejected
74.1,1,66.0,0.0,9.4,1,530.9,5.24,1.1,59.0,0,7.6,0,Verified
39.5,0,19.0,43.6,79.3,1,9.9,1.41,21.3,8.6,0,60.4,1,Flagged for Review
27.6,0,4.0,92.3,54.3,0,4.8,0.32,128.3,39.1,1,91.9,2,Rejected
98.4,1,215.0,3.3,30.8,1,671.1,3.69,4.8,43.1,0,8.2,0,Verified
51.5,1,22.0,86.6,62.2,0,0.3,11.89,26.7,19.1,0,77.9,2,Rejected
77.2,1,111.0,11.8,2.7,1,215.1,0.0,1.0,78.3,0,10.6,0,Verified
2.9,0,3.0,52.2,20.0,0,0.2,1.03,7.9,0.9,0,76.2,2,Rejected
70.0,0,0.0,65.3,41.7,0,14.5,0.34,29.6,0.0,0,70.1,2,Rejected
62.6,0,8.0,76.7,42.6,1,12.3,22.69,27.6,17.8,1,84.1,2,Rejected
89.7,1,83.0,20.6,22.0,0,343.0,6.02,3.8,53.2,0,29.8,0,Verified
91.5,1,105.0,0.0,18.6,1,558.9,6.35,1.4,54.2,0,2.5,0,Verified
54.9,1,26.0,12.3,8.8,1,27.3,10.2,3.5,37.0,0,13.7,0,Verified
71.3,1,132.0,2.3,5.5,1,137.0,5.74,2.2,54.8,0,0.0,0,Verified
69.7,1,60.0,31.4,10.1,1,162.7,4.9,0.5,66.8,0,8.5,0,Verified
30.3,0,3.0,89.0,54.0,0,16.3,7.34,11.1,20.2,1,96.0,2,Rejected
19.3,0,18.0,80.2,0.0,0,0.5,0.33,8.1,2.7,0,76.0,2,Rejected
100.0,1,62.0,8.7,12.2,1,1.0,11.06,1.1,68.1,0,15.7,0,Verified
16.7,0,0.0,76.0,56.4,0,10.6,33.31,26.8,18.0,0,77.6,2,Rejected
18.4,1,13.0,85.2,60.3,0,19.7,18.9,22.3,0.0,0,86.8,2,Rejected
33.7,0,0.0,52.9,20.6,0,5.1,20.22,77.2,0.0,1,84.2,2,Rejected
20.7,1,14.0,34.9,59.9,0,60.9,13.0,8.9,30.2,0,49.3,1,Flagged for Review
48.6,0,10.0,63.4,32.1,1,17.3,0.0,11.6,4.1,0,52.0,1,Flagged for Review
86.0,1,227.0,10.0,14.9,1,420.5,2.69,4.3,63.4,0,4.4,0,Verified
65.8,1,131.0,22.3,13.0,1,680.9,0.0,1.8,54.4,0,6.8,0,Verified
63.3,1,69.0,14.3,17.1,1,1.0,5.79,0.3,49.9,0,24.7,0,Verified
60.3,1,93.0,2.3,22.8,1,181.1,8.0,3.0,57.8,0,4.0,0,Verified
44.4,1,13.0,64.7,37.0,1,10.2,0.0,7.3,0.0,1,63.7,1,Flagged for Review
36.5,0,20.0,69.2,59.2,1,21.9,19.04,45.8,0.0,1,76.5,2,Rejected
100.0,1,151.0,18.9,0.0,1,615.5,6.88,4.9,61.0,0,7.6,0,Verified
93.8,1,120.0,35.3,8.8,1,488.1,5.28,0.5,88.2,0,13.7,0,Verified
10.2,0,0.0,45.6,100.0,0,13.6,9.48,2.7,15.2,0,85.7,2,Rejected
73.9,1,96.0,18.0,32.4,1,341.4,6.35,1.2,46.0,0,14.6,0,Verified
65.8,1,170.0,2.5,35.8,1,1024.5,0.1,1.9,100.0,0,8.3,0,Verified
93.9,1,103.0,8.9,19.8,1,819.1,5.28,7.9,40.2,0,13.6,0,Verified
87.8,1,66.0,10.3,22.3,1,548.8,1.07,4.3,78.2,0,5.1,0,Verified
48.7,0,0.0,50.2,12.1,1,27.1,0.24,16.3,33.0,0,40.3,1,Flagged for Review
87.4,1,28.0,34.6,16.4,1,559.9,3.76,2.6,56.1,0,8.5,0,Verified
86.5,1,77.0,6.9,0.0,1,635.0,7.59,1.1,52.6,0,0.0,0,Verified
82.3,0,37.0,90.1,100.0,0,2.3,0.0,10.5,22.7,0,89.9,2,Rejected
100.0,1,223.0,0.0,1.4,1,224.6,6.18,4.1,26.6,0,3.1,0,Verified
89.6,1,191.0,14.3,15.4,1,884.0,4.52,2.1,58.4,0,7.1,0,Verified
93.8,1,177.0,21.4,11.3,1,484.0,7.63,0.2,47.7,0,4.0,0,Verified
89.2,1,95.0,4.7,35.4,1,943.6,1.01,2.3,21.5,0,14.5,0,Verified
75.5,1,219.0,0.0,23.0,1,468.7,2.76,0.1,75.2,0,3.9,0,Verified
64.1,0,0.0,61.5,36.3,0,23.1,24.84,2.7,32.8,0,65.9,2,Rejected
8.2,0,7.0,17.4,50.5,0,24.1,13.74,10.6,22.8,0,80.0,2,Rejected
96.8,0,118.0,17.2,32.1,1,498.3,0.0,3.1,66.1,0,13.0,0,Verified
65.3,0,108.0,30.1,11.6,1,454.7,8.63,2.1,30.5,0,26.2,0,Verified
69.4,0,26.0,32.3,35.2,0,30.8,0.0,7.0,49.9,0,48.1,1,Flagged for Review
74.9,0,1.0,95.6,41.5,0,15.9,15.46,36.4,1.0,0,82.3,2,Rejected
89.7,1,137.0,0.0,7.2,1,291.7,5.24,3.2,42.3,0,0.9,0,Verified
81.5,1,127.0,12.0,12.4,1,303.6,9.15,1.1,22.6,0,3.5,0,Verified
59.7,1,109.0,14.8,0.0,1,292.5,8.15,10.1,39.4,0,10.4,0,Verified
27.3,0,11.0,31.7,65.3,1,12.8,14.84,5.5,41.8,1,61.3,1,Flagged for Review
34.1,0,9.0,35.9,86.3,0,27.8,0.96,28.4,12.7,0,66.0,2,Rejected
35.5,1,5.0,87.7,59.8,0,4.5,17.62,94.2,10.7,0,71.2,2,Rejected
82.0,1,142.0,10.4,16.2,1,674.9,4.0,2.5,32.7,0,5.3,0,Verified
34.7,0,14.0,62.4,59.3,0,3.0,4.89,4.4,10.1,1,89.7,2,Rejected
68.6,0,107.0,5.2,0.0,1,464.9,6.26,0.8,21.9,0,16.7,0,Verified
25.1,0,12.0,35.6,82.4,1,10.3,21.6,13.7,14.7,0,56.2,1,Flagged for Review
75.6,1,154.0,12.4,5.2,0,315.0,4.13,1.2,93.9,0,26.7,0,Verified
94.0,1,177.0,10.3,19.7,1,850.3,6.53,5.4,23.0,0,18.9,0,Verified
100.0,1,96.0,11.9,16.7,0,1.0,4.17,0.3,36.7,0,44.2,1,Flagged for Review
29.4,0,10.0,88.9,82.1,1,1.0,4.48,59.8,0.0,0,74.2,2,Rejected
29.4,0,26.0,57.4,25.6,0,7.3,0.38,5.4,0.0,0,86.8,2,Rejected
50.8,0,13.0,71.5,88.7,0,7.9,0.0,9.6,0.0,0,84.5,2,Rejected
65.3,1,79.0,10.5,10.6,1,131.0,4.4,0.9,81.5,0,8.5,0,Verified
68.6,1,176.0,0.0,4.4,1,616.0,7.07,3.8,40.3,0,0.0,0,Verified
63.1,1,159.0,4.2,0.4,1,370.2,2.1,1.7,85.1,0,14.1,0,Verified
59.8,1,134.0,10.5,0.0,1,337.4,7.62,3.0,63.4,0,19.9,0,Verified
87.8,1,90.0,2.6,9.8,1,448.6,0.89,1.1,77.9,0,9.3,0,Verified
13.3,1,7.0,90.9,46.7,0,35.2,16.75,129.5,19.1,0,74.7,2,Rejected
87.3,0,83.0,3.4,20.8,1,1.0,1.47,0.1,66.8,0,11.3,0,Verified
91.7,1,180.0,12.2,14.7,1,292.4,0.0,3.5,67.8,0,19.9,0,Verified
85.7,1,82.0,11.2,3.2,1,652.8,5.92,5.3,75.6,0,4.2,0,Verified
91.2,1,115.0,17.5,24.0,1,28.3,4.56,3.1,54.4,0,34.6,0,Verified
8.6,0,23.0,51.7,90.4,1,5.8,0.0,38.6,0.1,1,93.0,2,Rejected
44.6,1,7.0,97.1,81.2,0,41.5,0.14,4.2,15.2,0,72.5,2,Rejected
96.8,1,86.0,0.0,0.2,1,231.3,6.1,2.2,43.0,0,0.0,0,Verified
46.0,0,0.0,62.7,57.7,1,17.6,1.79,37.1,26.9,0,52.2,1,Flagged for Review
68.9,1,34.0,25.3,1.8,1,135.8,4.5,0.0,84.8,0,0.0,0,Verified
32.5,0,10.0,97.7,28.7,1,2.3,0.29,82.8,14.2,1,84.6,2,Rejected
69.2,1,110.0,12.4,0.8,0,407.5,3.54,4.4,65.4,0,11.9,0,Verified
36.7,0,0.0,100.0,63.4,1,6.4,0.0,10.6,28.3,1,74.2,2,Rejected
86.8,1,205.0,0.0,3.5,1,743.6,3.44,7.9,66.1,0,11.8,0,Verified
86.9,1,17.0,2.6,0.0,1,352.0,3.12,1.8,88.6,0,6.8,0,Verified
18.0,0,26.0,79.3,41.7,0,6.1,9.34,9.3,19.7,1,90.2,2,Rejected
75.2,0,111.0,6.5,0.0,1,372.2,4.05,0.4,37.0,0,7.0,0,Verified
97.0,1,94.0,0.4,19.1,1,635.5,3.4,7.8,42.4,0,0.0,0,Verified
88.9,1,60.0,2.7,12.4,1,922.2,2.32,0.1,30.2,0,4.5,0,Verified
100.0,1,67.0,9.9,37.4,1,456.2,6.92,0.1,57.0,0,12.8,0,Verified
98.5,1,65.0,2.3,24.0,1,62.9,8.08,0.2,57.9,0,7.9,0,Verified
44.7,0,0.0,69.3,47.8,0,60.3,0.07,6.5,31.2,1,68.0,2,Rejected
43.4,0,20.0,48.1,83.8,1,2.8,0.1,17.8,0.0,0,64.4,1,Flagged for Review
47.1,0,0.0,79.3,21.8,0,16.2,22.09,39.2,19.3,1,96.4,2,Rejected
81.3,1,163.0,21.3,0.0,1,936.1,7.67,1.0,63.9,0,10.0,0,Verified
12.4,0,20.0,91.4,69.5,1,2.8,15.85,25.3,0.0,1,100.0,2,Rejected
84.4,0,160.0,3.8,10.4,1,498.1,4.59,4.5,57.6,0,19.0,0,Verified
95.2,1,0.0,12.9,7.9,1,191.8,3.7,7.2,56.6,0,10.3,0,Verified
46.1,1,8.0,48.6,9.2,1,4.3,0.47,57.3,5.3,0,50.4,1,Flagged for Review
69.7,1,169.0,4.9,14.3,1,613.7,5.32,0.4,51.4,0,12.8,0,Verified
26.7,0,14.0,100.0,78.0,1,16.8,0.0,2.8,6.8,0,69.4,2,Rejected
29.1,1,4.0,48.2,53.8,1,8.2,20.66,16.7,8.2,0,55.8,1,Flagged for Review
85.0,1,177.0,7.6,17.0,0,251.1,7.35,2.0,67.1,0,23.9,0,Verified
77.8,1,89.0,15.6,13.1,0,502.2,3.04,1.9,73.6,1,37.5,1,Flagged for Review
78.9,1,87.0,7.1,4.1,1,864.0,11.36,0.9,64.2,0,0.0,0,Verified
92.7,0,64.0,7.9,12.0,1,185.6,1.17,2.9,47.1,0,21.9,0,Verified
20.8,1,9.0,76.3,33.8,0,6.7,0.0,25.8,1.4,1,90.9,2,Rejected
100.0,1,55.0,1.6,2.6,1,731.9,5.58,1.4,47.7,1,22.1,0,Verified
56.5,1,129.0,21.7,8.0,1,776.0,10.62,0.3,51.0,0,15.8,0,Verified
73.6,1,44.0,0.0,10.6,1,500.2,3.59,2.7,39.3,0,6.7,0,Verified
83.5,1,5.0,48.3,51.0,0,17.7,0.08,7.9,1.2,0,61.7,1,Flagged for Review
90.2,1,138.0,14.1,23.0,1,157.7,6.37,4.3,51.4,0,11.3,0,Verified
80.6,1,35.0,0.5,6.0,1,246.3,4.38,7.0,68.8,0,0.3,0,Verified
23.7,0,8.0,47.0,75.6,1,45.7,21.46,23.0,21.3,0,34.4,0,Verified
87.7,0,133.0,0.9,13.4,1,496.9,4.82,0.8,42.6,0,11.1,0,Verified
76.8,1,0.0,85.0,70.8,0,9.0,0.0,68.2,6.4,1,89.4,2,Rejected
100.0,1,76.0,0.0,12.9,1,1.0,10.87,7.4,70.7,0,10.0,0,Verified
93.8,1,138.0,3.5,24.0,1,306.8,0.0,4.7,33.4,0,18.0,0,Verified
72.4,0,0.0,38.5,58.3,1,11.9,0.0,4.3,30.0,1,60.2,1,Flagged for Review
68.5,1,106.0,0.0,14.7,1,548.3,7.33,3.8,60.9,0,7.6,0,Verified
80.9,1,200.0,25.9,3.5,1,370.3,3.14,0.9,42.3,0,4.9,0,Verified
77.8,1,112.0,15.4,35.6,1,256.6,9.68,5.6,61.4,0,17.2,0,Verified
67.9,1,161.0,11.4,4.2,1,1107.2,1.57,0.5,26.6,0,0.5,0,Verified
87.0,0,123.0,3.4,0.0,1,689.9,7.52,1.3,38.3,0,14.5,0,Verified
74.5,1,136.0,19.1,22.3,1,694.5,0.0,1.3,65.8,0,8.4,0,Verified
91.2,1,35.0,1.8,10.6,1,992.6,2.14,2.5,55.5,0,4.0,0,Verified
14.7,0,11.0,80.9,80.5,0,31.0,32.16,3.6,6.2,0,82.0,2,Rejected
100.0,1,77.0,1.3,5.5,1,219.6,3.12,1.8,51.8,0,0.0,0,Verified
16.5,0,15.0,62.1,53.2,0,6.3,0.0,6.2,38.7,0,64.9,1,Flagged for Review
85.1,1,188.0,17.6,16.3,1,670.9,2.94,1.6,65.5,0,2.6,0,Verified
93.1,1,100.0,18.6,18.6,1,1.0,0.0,0.9,69.2,0,24.8,0,Verified
26.8,1,11.0,48.7,90.4,0,14.7,32.43,2.8,11.1,0,76.5,2,Rejected
93.9,1,94.0,0.0,15.2,1,1.0,5.12,4.7,48.0,0,12.8,0,Verified
64.8,1,51.0,5.5,28.8,1,445.7,6.02,2.0,45.0,0,22.5,0,Verified
52.2,0,0.0,47.9,55.2,1,3.5,13.43,46.0,33.2,1,69.7,2,Rejected
82.2,1,79.0,1.5,0.0,1,492.6,7.39,2.3,47.7,0,9.2,0,Verified
73.7,1,134.0,23.7,22.4,1,663.9,4.81,0.2,44.1,0,7.7,0,Verified
6.0,1,0.0,69.8,71.5,1,3.7,0.22,2.9,11.4,0,65.0,1,Flagged for Review
93.3,1,87.0,2.2,13.3,1,382.7,3.06,0.0,36.2,0,5.5,0,Verified
34.0,1,13.0,69.5,51.6,0,29.9,2.43,44.0,3.5,0,67.2,2,Rejected
71.5,1,64.0,0.0,7.6,1,475.3,8.44,2.1,50.2,0,4.8,0,Verified
78.9,1,220.0,0.0,12.2,0,666.8,8.39,0.4,51.3,0,18.8,0,Verified
65.5,1,152.0,16.3,10.4,1,261.1,6.43,2.3,62.2,0,5.7,0,Verified
100.0,1,101.0,10.3,4.9,1,841.0,2.78,6.9,29.5,0,0.0,0,Verified
74.1,0,75.0,25.7,26.3,1,690.8,2.58,1.2,40.6,0,28.7,0,Verified
93.6,1,105.0,25.5,0.0,1,802.6,8.32,12.1,32.7,0,5.6,0,Verified
42.4,0,13.0,76.0,89.8,0,7.2,0.04,16.4,4.8,1,96.7,2,Rejected
68.2,1,198.0,13.1,22.5,1,93.6,4.84,4.6,38.6,0,13.9,0,Verified
33.9,0,19.0,60.1,52.3,1,1.8,21.96,34.9,0.0,1,74.8,2,Rejected
93.0,1,116.0,0.0,9.3,1,1.0,6.15,1.6,44.5,0,20.7,0,Verified
56.9,0,0.0,60.6,99.5,0,14.3,25.5,0.2,0.0,0,84.3,2,Rejected
22.5,0,0.0,42.2,66.6,0,23.9,1.08,38.7,25.6,0,63.4,1,Flagged for Review
8.6,0,0.0,47.4,34.2,0,7.0,2.67,20.1,22.2,0,67.3,2,Rejected
94.9,0,105.0,12.9,12.4,1,502.8,5.22,0.3,84.3,0,8.3,0,Verified
19.0,0,15.0,52.5,82.6,0,5.7,19.54,4.3,4.5,1,100.0,2,Rejected
66.9,1,137.0,19.4,3.1,1,403.6,2.61,3.7,45.7,0,15.8,0,Verified
59.7,1,7.0,14.4,95.8,0,14.1,1.1,37.1,0.0,0,54.0,1,Flagged for Review
25.9,1,0.0,76.0,0.0,0,10.2,21.74,55.4,23.5,0,57.6,1,Flagged for Review
89.6,1,123.0,19.9,0.0,1,446.7,3.73,5.0,34.7,0,12.5,0,Verified
51.6,1,35.0,4.4,17.7,1,168.2,11.06,2.0,50.6,0,1.4,0,Verified
52.0,0,2.0,57.9,57.6,1,9.5,3.13,4.1,17.5,1,69.8,2,Rejected
84.2,1,176.0,11.5,9.4,1,294.8,3.69,0.5,55.8,0,6.1,0,Verified
78.1,1,68.0,15.1,12.6,1,436.9,8.03,0.6,52.4,0,14.6,0,Verified
100.0,1,98.0,13.7,26.0,1,301.0,6.83,0.4,38.2,0,9.9,0,Verified
59.0,0,3.0,61.3,35.1,0,15.3,20.5,5.4,5.7,1,93.2,2,Rejected
25.2,0,21.0,45.2,17.2,0,20.5,28.85,36.9,13.9,0,76.5,2,Rejected
79.0,1,114.0,9.2,6.1,1,560.1,6.05,4.0,54.2,0,3.7,0,Verified
47.4,0,2.0,32.3,55.0,0,1.1,4.54,41.6,3.9,0,82.5,2,Rejected
100.0,1,129.0,5.6,27.5,1,273.6,8.29,5.7,66.5,0,1.2,0,Verified
100.0,1,121.0,18.9,0.0,1,574.7,0.0,0.3,37.9,0,0.0,0,Verified
66.7,1,113.0,17.4,24.1,1,370.5,3.89,0.4,84.1,0,1.3,0,Verified
78.4,1,147.0,7.0,21.8,0,110.8,1.01,5.7,33.8,0,27.2,0,Verified
77.2,1,32.0,23.9,30.6,1,689.4,3.75,0.8,68.7,0,10.8,0,Verified
88.8,1,114.0,6.4,16.6,1,511.9,4.81,3.7,20.7,0,2.2,0,Verified
91.6,0,107.0,25.1,11.5,1,389.0,2.01,0.0,14.4,0,26.9,0,Verified
70.3,1,143.0,14.3,25.7,1,11.5,0.0,0.3,45.0,0,30.4,0,Verified
82.9,0,102.0,9.8,20.4,1,226.3,5.52,2.8,14.3,0,28.3,0,Verified
53.7,1,63.0,1.1,38.9,1,944.8,10.22,0.6,68.1,0,16.9,0,Verified
100.0,1,110.0,9.1,23.5,1,27.8,4.12,0.1,54.6,0,10.9,0,Verified
74.8,1,61.0,8.0,13.8,1,354.6,7.4,1.9,80.2,0,4.3,0,Verified
82.8,1,23.0,0.0,0.0,1,415.8,8.76,1.2,52.0,0,6.8,0,Verified
77.7,1,143.0,7.8,5.0,1,503.3,0.25,4.9,59.4,0,6.3,0,Verified
98.0,1,136.0,2.0,0.0,1,30.7,3.86,5.1,50.2,0,3.6,0,Verified
42.3,1,131.0,15.9,9.4,1,465.3,1.81,2.9,39.3,0,16.9,0,Verified
44.1,0,4.0,58.7,28.3,0,3.8,20.11,28.5,15.2,0,75.4,2,Rejected
64.1,0,27.0,49.3,74.0,1,9.5,18.0,36.9,0.2,0,65.8,2,Rejected
75.6,1,46.0,27.1,24.3,1,250.4,5.56,3.6,62.0,0,9.5,0,Verified
50.8,0,10.0,51.2,51.2,0,5.3,0.09,26.9,0.0,0,70.4,2,Rejected
36.7,0,18.0,49.3,47.7,0,35.4,2.0,10.0,8.5,0,53.9,1,Flagged for Review
63.2,1,12.0,65.5,50.3,1,0.8,0.0,4.3,10.5,0,50.7,1,Flagged for Review
43.2,0,3.0,100.0,55.2,0,1.3,0.48,6.8,0.0,1,98.4,2,Rejected
17.8,1,21.0,47.1,38.0,0,18.0,17.5,45.9,17.4,0,75.0,2,Rejected
72.7,1,27.0,6.0,13.8,1,750.2,5.79,0.3,54.0,0,8.9,0,Verified
71.7,1,90.0,1.8,2.8,1,105.9,6.22,4.5,75.8,0,3.0,0,Verified
97.3,1,59.0,17.2,6.8,1,658.9,1.91,0.3,59.3,0,0.0,0,Verified
88.0,1,120.0,7.1,39.1,1,424.3,6.77,5.9,50.1,0,14.2,0,Verified
40.9,1,10.0,14.6,61.3,1,4.9,14.03,32.6,25.6,0,32.7,0,Verified
74.4,1,160.0,15.5,0.0,1,121.2,6.01,6.6,39.5,0,8.5,0,Verified
87.4,1,182.0,0.0,0.0,1,577.7,0.51,1.4,51.5,0,5.5,0,Verified
41.2,1,1.0,56.1,18.1,0,46.5,33.06,9.4,0.0,1,67.3,2,Rejected
72.5,1,40.0,21.9,22.7,1,554.6,2.64,5.6,40.3,0,6.8,0,Verified
41.2,1,178.0,0.0,5.8,1,921.2,5.97,0.0,68.8,0,12.8,0,Verified
89.3,1,181.0,0.0,24.3,1,674.8,7.38,0.9,46.4,0,10.2,0,Verified
64.9,1,111.0,16.2,12.7,0,781.8,7.7,7.2,73.1,0,32.6,0,Verified
53.8,0,170.0,7.0,10.0,1,233.1,0.5,1.5,72.6,0,23.6,0,Verified
43.0,0,23.0,71.1,14.4,1,5.4,18.88,10.0,11.8,1,74.3,2,Rejected
93.4,1,26.0,6.9,5.6,1,122.5,5.13,0.5,37.0,0,0.8,0,Verified
30.6,0,13.0,76.9,96.7,0,3.9,0.27,23.3,7.2,1,100.0,2,Rejected
78.8,1,188.0,2.5,20.0,1,872.7,6.15,0.2,54.7,0,20.0,0,Verified
100.0,1,43.0,24.8,11.6,1,262.0,8.62,3.8,71.0,0,14.7,0,Verified
90.9,1,110.0,0.0,34.9,1,709.0,6.35,1.2,60.8,0,6.3,0,Verified
100.0,1,112.0,14.4,20.3,0,684.1,4.81,1.9,64.7,0,30.0,0,Verified
27.6,0,36.0,100.0,47.3,0,5.6,6.31,0.6,48.8,1,89.3,2,Rejected
6.9,1,0.0,52.6,59.2,0,49.6,0.3,5.3,23.7,0,49.8,1,Flagged for Review
35.3,1,18.0,76.9,40.5,0,61.1,40.37,29.2,27.2,1,58.7,1,Flagged for Review
53.0,0,0.0,61.3,32.6,0,16.5,19.66,29.7,10.4,1,90.9,2,Rejected
78.5,0,46.0,0.1,15.4,1,703.0,3.43,3.2,55.5,0,17.3,0,Verified
90.8,1,120.0,3.9,1.0,1,1.0,2.89,0.6,47.1,0,20.8,0,Verified
45.2,0,0.0,93.7,55.2,1,10.9,0.0,13.4,48.7,1,71.0,2,Rejected
90.7,1,149.0,10.3,15.5,1,478.9,2.79,4.0,72.8,0,12.2,0,Verified
91.8,1,74.0,0.0,35.8,1,1.0,5.94,2.6,76.7,0,22.5,0,Verified
100.0,1,54.0,27.5,40.7,1,189.8,3.78,0.4,41.3,0,26.4,0,Verified
77.6,1,97.0,4.7,21.2,1,1.0,0.0,3.5,61.3,0,29.5,0,Verified
52.8,1,21.0,56.7,66.0,1,10.6,19.05,31.7,31.9,1,64.3,1,Flagged for Review
85.4,1,139.0,12.6,0.6,1,562.8,5.32,4.9,82.1,0,9.8,0,Verified
70.8,1,142.0,16.3,22.9,1,470.8,0.22,1.1,27.8,0,5.7,0,Verified
100.0,1,150.0,29.6,14.5,1,464.0,3.25,0.4,54.9,0,9.9,0,Verified
17.1,0,8.0,46.2,32.4,0,17.7,18.28,12.6,29.4,1,97.0,2,Rejected
74.1,1,115.0,18.3,32.8,1,711.3,6.83,9.9,83.6,0,15.5,0,Verified
16.0,1,21.0,65.4,17.4,0,24.7,22.38,71.5,10.0,1,78.4,2,Rejected
44.3,0,12.0,67.8,49.1,0,23.1,22.19,5.1,28.9,0,73.3,2,Rejected
79.8,1,46.0,17.9,9.2,0,664.5,7.47,9.9,80.8,0,22.1,0,Verified
73.0,0,143.0,19.3,21.9,1,162.3,3.71,0.5,46.5,0,16.1,0,Verified
100.0,1,166.0,0.0,18.7,1,479.4,6.37,4.0,31.6,0,5.3,0,Verified
46.0,0,6.0,100.0,79.1,0,67.5,18.99,33.4,17.8,0,82.4,2,Rejected
82.5,1,147.0,0.0,21.1,1,278.2,5.46,5.2,29.2,0,1.0,0,Verified
21.1,0,0.0,85.1,42.8,0,18.5,0.0,51.7,15.3,0,81.9,2,Rejected
46.6,0,1.0,55.9,71.0,1,45.3,2.65,19.6,29.1,0,31.3,0,Verified
88.7,0,73.0,29.2,10.6,1,393.7,4.03,2.9,29.0,0,18.3,0,Verified
67.2,1,116.0,6.9,5.4,1,385.6,1.48,1.5,58.6,0,0.0,0,Verified
93.5,1,85.0,9.7,22.7,1,556.1,4.53,0.1,39.7,0,4.5,0,Verified
68.5,1,82.0,24.3,15.4,1,625.0,4.45,3.9,59.9,0,12.4,0,Verified
91.7,1,129.0,7.0,33.2,1,436.4,5.71,3.1,87.4,1,12.1,0,Verified
97.5,1,38.0,0.0,9.0,1,711.2,7.08,1.7,52.2,0,0.0,0,Verified
36.9,0,34.0,37.8,63.1,1,8.2,0.0,5.6,13.7,0,56.1,1,Flagged for Review
85.5,1,111.0,23.7,26.5,1,1.0,3.32,1.2,60.8,0,21.7,0,Verified
78.8,1,109.0,10.7,10.9,1,54.7,2.59,4.1,72.2,0,6.1,0,Verified
29.0,1,22.0,60.6,61.1,0,60.8,1.48,24.1,16.3,0,61.7,1,Flagged for Review
100.0,1,194.0,17.4,18.5,1,355.8,4.48,5.1,66.5,0,0.0,0,Verified
72.2,1,115.0,3.6,0.0,1,462.7,3.72,4.3,63.7,0,9.1,0,Verified
41.7,1,0.0,92.4,59.4,0,46.6,30.59,14.7,6.5,0,62.2,1,Flagged for Review
41.3,0,24.0,64.0,46.2,1,10.3,0.55,17.3,15.8,1,70.0,2,Rejected
70.9,1,145.0,3.3,23.4,1,429.7,4.96,0.3,46.1,0,0.0,0,Verified
4.3,1,0.0,62.4,84.4,0,11.9,26.92,8.4,28.0,0,69.9,2,Rejected
61.8,1,113.0,20.2,4.0,1,516.2,9.47,0.3,69.1,0,13.4,0,Verified
75.2,1,105.0,18.6,4.9,0,572.5,3.98,12.1,29.4,0,29.0,0,Verified
80.8,1,156.0,3.8,1.9,1,269.8,4.54,6.2,56.4,0,4.9,0,Verified
